primary_metal,secondary_metal,primary_pct,secondary_pct,hydrothermal_temp_C,annealing_temp_C,annealing_time_min,catalyst_loading_mg_cm2,proton_conc_M,overpotential_mV
Ti,Ir,70.0,30.0,120,25,0.0,0.01,0.1,325
Ir,None,50.0,50.0,120,25,0.0,0.01,0.1,301
Ir,None,70.0,30.0,120,25,0.0,0.01,0.1,288
Ir,None,90.0,10.0,120,25,0.0,0.01,0.1,285
Ru,None,100.0,0.0,25,350,120.0,0.6,1.0,193
Ru,Ni,95.0,5.0,25,350,120.0,0.6,1.0,203
Ru,Ni,90.0,10.0,25,350,120.0,0.6,1.0,189
Ru,Ni,85.0,15.0,25,350,120.0,0.6,1.0,193
Ru,Ni,80.0,20.0,25,350,120.0,0.6,1.0,193
Ir,None,100.0,0.0,25,350,360.0,0.56,1.0,290
Sr,Ir,50.0,50.0,25,1000,600.0,0.5,1.0,285
Ir,Ni,75.0,25.0,25,25,0.0,0.0178,1.0,365
Co,Ir,72.97924865,27.02075135,50,450,240.0,0.2,0.1,284
Co,Ir,72.97924865,27.02075135,50,650,240.0,0.2,0.1,334
Ir,Ru,50.0,50.0,195,25,0.0,0.03144,1.0,219
Ir,Ru,75.0,25.0,195,25,0.0,0.03144,1.0,268
Ru,Ir,75.0,25.0,195,25,0.0,0.03144,1.0,260
Ir,None,100.0,0.0,195,25,0.0,0.03144,1.0,273
Ru,None,100.0,0.0,195,25,0.0,0.03144,1.0,168
Co,Ir,76.0784264,23.9215736,25,400,360.0,0.2,0.1,262
Ti,Ir,61.53846154,38.46153846,160,25,0.0,0.18,1.0,324
Ru,None,100.0,0.0,25,400,120.0,1.32,1.0,186
Ru,None,100.0,0.0,25,500,120.0,1.32,1.0,332
Ru,None,100.0,0.0,25,600,120.0,1.32,1.0,340
Na,Ir,90.81964878,4.752190925,25,450,15.0,0.08,0.1,260
Na,Ir,90.81964878,4.752190925,25,500,15.0,0.08,0.1,274
Na,Ir,90.81964878,4.752190925,25,600,15.0,0.08,0.1,289
Sr,Ru,50.0,37.5,150,700,180.0,4.95148711,1.0,187
Sr,Ru,50.0,25.0,150,700,180.0,4.95148711,1.0,185
Sr,Ir,50.0,37.5,150,700,180.0,4.95148711,1.0,221
Sr,Ru,50.0,50.0,150,700,180.0,4.95148711,1.0,250
Sr,Ir,50.0,50.0,150,700,180.0,4.95148711,1.0,271
Ir,None,100.0,0.0,60,400,120.0,0.8,0.1,357
Ir,None,80.0,20.0,60,400,120.0,0.8,0.1,295
Sr,None,84.64096829,11.82702577,150,700,360.0,0.34,1.0,217
Sr,Ir,95.99423069,4.005769307,150,700,360.0,0.34,1.0,255
Sr,Ir,94.10932938,5.890670623,150,700,360.0,0.34,1.0,276
Ru,None,100.0,0.0,130,450,30.0,0.025,0.1,298
Ru,None,100.0,0.0,25,500,60.0,0.2,1.0,237
Ru,None,80.0,20.0,25,500,60.0,0.2,1.0,209
Ru,None,60.0,40.0,25,500,60.0,0.2,1.0,195
Ru,None,100.0,0.0,25,200,180.0,0.28,1.0,176
Ru,None,100.0,0.0,25,200,180.0,0.28,0.1,191
Sr,Ir,98.41565704,1.584342964,180,500,360.0,0.21,0.1,200
Sr,Ir,93.95017794,6.049822064,180,500,360.0,0.21,0.1,248
Sr,Ir,88.59060403,11.40939597,180,500,360.0,0.21,0.1,270
Ir,None,100.0,0.0,50,500,60.0,0.3,1.0,329
Ir,None,80.0,20.0,50,500,60.0,0.3,1.0,263
Ir,None,90.0,10.0,50,500,60.0,0.3,1.0,274
Ir,None,70.0,20.0,50,500,60.0,0.3,1.0,237
Ir,None,60.0,20.0,50,500,60.0,0.3,1.0,245
Na,Co,80.29239278,18.76914974,25,350,360.0,0.174,1.0,236
Na,Co,98.84470311,1.15529689,25,350,360.0,0.187,1.0,421
Ru,Ni,75.0,25.0,25,450,180.0,0.306044834,0.1,214
Ru,None,75.0,25.0,25,450,180.0,0.306044834,0.1,227
