DOI,Country,Facility,Journal,Impact Factor,Published Date,Cited Times,Number of days until 01/20/2023,Average cited times per day,Metal_Dopant_1,Metal_Dopant_2,Metal_Dopant_3,Metal_Dopant_4,Sample Name,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Temerature Rising Rate (Celcius Degree min-1),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),LSV Scanning Speed (mV s-1),Electrolyte Proton Concentration (M),Electrolyte O2 Saturated (0/1),Overpotential (mV @10 mA cm-2)
10.1016/j.jiec.2020.01.024,South Korea,Gwangju Inst Sci & Technol,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,6.76,4/17/2020,17,1008,0.016865079,Ru,Ir,None,None,"IrRu 4 /C (250～C, H 2 )",80,20,0,0,25,,1,0,0,0,250,,120,0,0,1,0,0.02,0.046666667,0,0,5,0.1,,309
10.1016/j.jiec.2020.01.024,South Korea,Gwangju Inst Sci & Technol,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,6.76,4/17/2020,17,1008,0.016865079,Ru,Ir,None,None,"IrRu 4 /C (300～C, H 2 )",80,20,0,0,25,,1,0,0,0,300,,120,0,0,1,0,0.02,0.046666667,0,0,5,0.1,,312
10.1016/j.jiec.2020.01.024,South Korea,Gwangju Inst Sci & Technol,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,6.76,4/17/2020,17,1008,0.016865079,Ru,Ir,None,None,"IrRu 4 /C (300～C, N 2 )",80,20,0,0,25,,1,0,0,0,300,,120,0,1,0,0,0.02,0.046666667,0,0,5,0.1,,295
10.1016/j.jiec.2020.01.024,South Korea,Gwangju Inst Sci & Technol,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,6.76,4/17/2020,17,1008,0.016865079,Ru,Ir,None,None,"IrRu 4 /C (600～C, N 2 )",80,20,0,0,25,,1,0,0,0,600,,120,0,1,0,0,0.02,0.046666667,0,0,5,0.1,,299
10.1016/j.jiec.2020.01.024,South Korea,Gwangju Inst Sci & Technol,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,6.76,4/17/2020,17,1008,0.016865079,Ru,Ir,None,None,"IrRu 4 /C (900～C, N 2 )",80,20,0,0,25,,1,0,0,0,900,,120,0,1,0,0,0.02,0.046666667,0,0,5,0.1,,311
10.1016/j.jiec.2020.01.024,South Korea,Gwangju Inst Sci & Technol,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,6.76,4/17/2020,17,1008,0.016865079,Ir,None,None,None,"Ir/C (300～C, N 2 )",100,0,0,0,25,,1,0,0,0,300,,120,0,1,0,0,0.02,0.046666667,0,0,5,0.1,,349
10.1016/j.catcom.2019.105758,South Korea,Gwangju Inst Sci & Technol,CATALYSIS COMMUNICATIONS,3.51,9/30/2019,27,1208,0.022350993,Ru,Ir,Y,None,(EB) IrRu4Y0.5/GKB,72.72727273,18.18181818,9.090909091,0,25,,1,0,0,0,300,,120,0,0,0,0,0.02,0.046666667,0,0,5,0.1,0,300
10.1016/j.jpowsour.2019.227270,South Korea,Korea Adv Inst Sci & Technol,JOURNAL OF POWER SOURCES,9.794,12/23/2019,24,1124,0.021352313,Pt,Ir,None,None,Pt-IrOX/C,66.17725649,33.82274351,0,0,25,480,1,0,0,0,200,,120,0,0,1,0,0.076433121,0.076433121,0,0,10,1,0,300
10.1021/acsomega.0c00638,Peoples R China,Tongji Univ,ACS OMEGA,4.132,6/9/2020,18,955,0.018848168,Ru,Ir,None,None,IrO 2 /RuO 2,63.99223697,36.00776303,0,0,25,480,1,0,0,0,400,,60,0,0,0,0,0.015286624,0,0,0,5,1,1,340
10.1038/s41467-019-09791-w,Spain,CSIC,NATURE COMMUNICATIONS,17.694,5/17/2019,129,1344,0.095982143,Ru,Sr,None,None,SrRuO3,50,50,0,0,120,480,1,0,0,0,800,,720,0,0,0,0,0.50955414,0.101910828,0,0,1,0.1,1,172
10.1038/s41467-019-09791-w,Spain,CSIC,NATURE COMMUNICATIONS,17.694,5/17/2019,129,1344,0.095982143,Ru,Sr,Na,None,Sr0.95Na0.05RuO3,50,47.5,2.5,0,120,480,1,0,0,0,900,,720,0,0,0,0,0.50955414,0.101910828,0,0,1,0.1,1,164
10.1038/s41467-019-09791-w,Spain,CSIC,NATURE COMMUNICATIONS,17.694,5/17/2019,129,1344,0.095982143,Ru,Sr,Na,None,Sr0.9Na0.1RuO3,50,45,5,0,120,480,1,0,0,0,1000,,720,0,0,0,0,0.50955414,0.101910828,0,0,1,0.1,1,169
10.1038/s41467-019-09791-w,Spain,CSIC,NATURE COMMUNICATIONS,17.694,5/17/2019,129,1344,0.095982143,Ru,Sr,Na,None,Sr0.85Na0.15RuO3,50,42.5,7.5,0,120,480,1,0,0,0,1050,,720,0,0,0,0,0.50955414,0.101910828,0,0,1,0.1,1,234
10.1039/C7NR02899G,Peoples R China,Chinese Acad Sci,NANOSCALE,8.307,7/21/2017,52,2009,0.025883524,Ir,None,None,None,IrO2 (1:100)-400 ～C,100,0,0,0,80,480,1,0,0,0,400,5,30,0,0,0,0,0.379,0,0,0,5,1,0,301
10.1039/C7NR02899G,Peoples R China,Chinese Acad Sci,NANOSCALE,8.307,7/21/2017,52,2009,0.025883524,Ir,None,None,None,IrO2 (1:100)-450 ～C,100,0,0,0,80,480,1,0,0,0,450,5,30,0,0,0,0,0.379,0,0,0,5,1,0,282
10.1039/C7NR02899G,Peoples R China,Chinese Acad Sci,NANOSCALE,8.307,7/21/2017,52,2009,0.025883524,Ir,None,None,None,IrO2 (1:100)-500 ～C,100,0,0,0,80,480,1,0,0,0,500,5,30,0,0,0,0,0.379,0,0,0,5,1,0,299
10.1002/anie.201507626,Germany,German Aerosp Ctr DLR,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,1/11/2016,146,2566,0.056897896,Ir,None,None,None,IrOX-Ir,100,0,0,0,15,240,1,1,0,0,25,0,0,0,0,0,0,0.13333,0,0,0,5,1,0,293
10.1039/C5CP05296C,Germany,German Aerosp Ctr,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,3.945,2/14/2016,37,2532,0.014612954,Ti,Ir,None,None,Ir/Ti4O7,85.76850095,14.23149905,0,0,25,240,1,1,0,0,25,0,0,0,1,0,0,0.039999,0.093331,1,0,5,1,0,345
10.1021/acsenergylett.8b01338,USA,Washington State Univ,ACS ENERGY LETTERS,23.991,12/28/2018,98,1484,0.066037736,Ir,Cu,None,None,Ir4Cu,80,20,0,0,60,180,0,1,0,0,25,0,0,0,0,0,0,0.0255,0,0,0,10,0.1,0,334
10.1021/acsenergylett.8b01338,USA,Washington State Univ,ACS ENERGY LETTERS,23.991,12/28/2018,98,1484,0.066037736,Ir,Cu,None,None,Ir3Cu,75,25,0,0,60,180,0,1,0,0,25,0,0,0,0,0,0,0.0255,0,0,0,10,0.1,0,302
10.1021/acsenergylett.8b01338,USA,Washington State Univ,ACS ENERGY LETTERS,23.991,12/28/2018,98,1484,0.066037736,Ir,Cu,None,None,Ir2Cu,66.66666667,33.33333333,0,0,60,180,0,1,0,0,25,0,0,0,0,0,0,0.0255,0,0,0,10,0.1,0,353
10.1021/acsenergylett.7b01032,Peoples R China,East China Univ Sci & Technol,ACS ENERGY LETTERS,23.991,12/1/2017,62,1876,0.033049041,Ir,Co,Ni,None,INC-50,50,30,20,0,200,600,0,0,0,0,400,,600,0,0,0,0,0.2,0,0,1,1,0.1,,287
10.1021/acsenergylett.7b01032,Peoples R China,East China Univ Sci & Technol,ACS ENERGY LETTERS,23.991,12/1/2017,62,1876,0.033049041,Ir,Co,Ni,None,INC-60,60,24,16,0,200,600,0,0,0,0,400,,600,0,0,0,0,0.2,0,0,1,1,0.1,,304
10.1021/acsenergylett.7b01032,Peoples R China,East China Univ Sci & Technol,ACS ENERGY LETTERS,23.991,12/1/2017,62,1876,0.033049041,Ir,Co,Ni,None,INC-70,70,18,12,0,200,600,0,0,0,0,400,,600,0,0,0,0,0.2,0,0,1,1,0.1,,309
10.1021/acsenergylett.7b01032,Peoples R China,East China Univ Sci & Technol,ACS ENERGY LETTERS,23.991,12/1/2017,62,1876,0.033049041,Ir,Co,Ni,None,INC-80,80,12,8,0,200,600,0,0,0,0,400,,600,0,0,0,0,0.2,0,0,1,1,0.1,,329
10.1021/acsenergylett.7b01032,Peoples R China,East China Univ Sci & Technol,ACS ENERGY LETTERS,23.991,12/1/2017,62,1876,0.033049041,Ir,Co,Ni,None,INC-90,90,6,4,0,200,600,0,0,0,0,400,,600,0,0,0,0,0.2,0,0,1,1,0.1,,357
10.1021/acsenergylett.7b01032,Peoples R China,East China Univ Sci & Technol,ACS ENERGY LETTERS,23.991,12/1/2017,62,1876,0.033049041,Ir,Co,Ni,None,IN-70,70,18,12,0,200,600,0,0,0,0,400,,600,0,0,0,0,0.2,0,0,1,1,0.1,,328
10.1021/acsenergylett.7b01032,Peoples R China,East China Univ Sci & Technol,ACS ENERGY LETTERS,23.991,12/1/2017,62,1876,0.033049041,Ir,Co,Ni,None,IC-70,70,18,12,0,200,600,0,0,0,0,400,,600,0,0,0,0,0.2,0,0,1,1,0.1,,323
10.1002/cctc.201900926,Peoples R China,China Univ Geosci Wuhan,CHEMCATCHEM,5.501,12/6/2019,15,1141,0.013146363,Co,Ir,None,None,NG@IrCo/NG-1150-8,94.30255403,5.697445972,0,0,25,,1,0,0,0,800,10,120,0,1,0,0,0.1228,0.1842,0,0,2,1,1,331
10.1002/cctc.201900926,Peoples R China,China Univ Geosci Wuhan,CHEMCATCHEM,5.501,12/6/2019,15,1141,0.013146363,Ir,None,None,None,Ir/NG-110-8,100,0,0,0,25,,1,0,0,0,800,10,120,0,1,0,0,0.307,0,0,0,2,1,1,360
10.1038/s41467-018-03429-z,Peoples R China,Beijing Univ Chem Technol,NATURE COMMUNICATIONS,17.694,12/28/2018,452,1484,0.30458221,C,W,N,None,N-WC,56.96,36.43,6.61,0,180,720,0,0,0,0,850,,180,0,0,1,0,10,0,0,1,1,1,,193
10.1038/srep38429,Peoples R China,East China Univ Sci & Technol,SCIENTIFIC REPORTS,4.997,12/2/2016,66,2240,0.029464286,Pb,Ir,None,None,Pb-3,75,25,0,0,250,720,0,0,0,0,600,,360,0,0,0,0,0.2,0,0,1,0.1,0.1,,392
10.1038/srep38429,Peoples R China,East China Univ Sci & Technol,SCIENTIFIC REPORTS,4.997,12/2/2016,66,2240,0.029464286,Pb,Ir,None,None,Pb-2,66.66666667,33.33333333,0,0,250,720,0,0,0,0,600,,360,0,0,0,0,0.2,0,0,1,0.1,0.1,,421
10.1002/anie.202006756,Peoples R China,Jilin Univ,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,7/7/2020,52,927,0.05609493,Sr,Ti,Ir,None,SrTi(Ir)O3,50,33.33333333,16.66666667,0,25,1440,1,0,0,0,700,2,180,0,0,0,0,0.28,0,0,0,1,0.1,,265
10.1002/anie.202006756,Peoples R China,Jilin Univ,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,7/7/2020,52,927,0.05609493,Sr,Ir,None,None,SrIrO3,93.15525876,6.844741235,0,0,150,720,1,0,0,0,700,1.7,360,0,0,0,1,0.28,0,0,0,1,0.1,,293
10.1039/C5SC00518C,Germany,Tech Univ Berlin,CHEMICAL SCIENCE,9.969,6/17/2015,254,2774,0.091564528,Ir,None,None,None,Ir ND,100,0,0,0,70,360,1,0,1,0,25,0,0,0,0,0,0,0.0102,0,0,0,5,0.1,0,419
10.1039/C5SC00518C,Germany,Tech Univ Berlin,CHEMICAL SCIENCE,9.969,6/17/2015,254,2774,0.091564528,Ir,None,None,None,Ir ND/C,100,0,0,0,70,360,1,0,1,0,25,0,0,0,0,0,0,0.0102,0.0408,0,0,5,0.1,0,412
10.1039/C5SC00518C,Germany,Tech Univ Berlin,CHEMICAL SCIENCE,9.969,6/17/2015,254,2774,0.091564528,Sn,Ir,Sb,None,Ir/ATO,76.9086753,16.4036138,6.687710896,0,70,360,1,0,1,0,25,0,0,0,0,0,0,0.0102,0.0408,1,0,5,0.1,0,401
10.1002/anie.201411072,Germany,Tech Univ Berlin,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,4/8/2015,314,2844,0.110407876,Sn,Ni,Ir,Sb,180,48.34218606,36.83511627,12.27837209,2.544325582,240,60,1,0,1,0,180,,240,0,0,0,0,0.020368125,0.032481616,1,0,5,0.1,0,333
10.1002/anie.201411072,Germany,Tech Univ Berlin,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,4/8/2015,314,2844,0.110407876,Sn,Ni,Ir,Sb,250,48.34218606,36.83511627,12.27837209,2.544325582,240,60,1,0,1,0,250,,240,0,0,0,0,0.02067625,0.037609464,1,0,5,0.1,0,341
10.1002/anie.201411072,Germany,Tech Univ Berlin,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,4/8/2015,314,2844,0.110407876,Sn,Ni,Ir,Sb,300,48.34218606,36.83511627,12.27837209,2.544325582,240,60,1,0,1,0,300,,240,0,0,0,0,0.02190875,0.04184125,1,0,5,0.1,0,348
10.1002/anie.201411072,Germany,Tech Univ Berlin,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,4/8/2015,314,2844,0.110407876,Sn,Ni,Ir,Sb,400,48.34218606,36.83511627,12.27837209,2.544325582,240,60,1,0,1,0,400,,240,0,0,0,0,0.0212925,0.039785344,1,0,5,0.1,0,368
10.1002/anie.201411072,Germany,Tech Univ Berlin,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,4/8/2015,314,2844,0.110407876,Sn,Ni,Ir,Sb,500,48.34218606,36.83511627,12.27837209,2.544325582,240,60,1,0,1,0,500,,240,0,0,0,0,0.021600625,0.044205827,1,0,5,0.1,0,372
10.1002/aenm.201803795,Germany,Max Planck Inst Solid State Res,ADVANCED ENERGY MATERIALS,29.698,5/15/2019,126,1346,0.093610698,Ru,Na,None,None,Nanosheet,50,50,0,0,25,,1,0,0,1,900,,720,0,0,0,0,0.2,0,0,1,10,0.1,,255
10.1016/j.apcatb.2019.118176,Peoples R China,Harbin Inst Technol,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,11/29/2019,34,1148,0.029616725,Ru,Y,None,None,YRO,50,50,0,0,120,600,1,0,0,0,1100,5,300,0,0,0,0,0.248,0,0,1,10,1,,299
10.1016/j.apcatb.2019.118176,Peoples R China,Harbin Inst Technol,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,11/29/2019,34,1148,0.029616725,Ru,Y,Ca,None,YCRO-0.15,50,46.25,3.75,0,120,600,1,0,0,0,1100,5,300,0,0,0,0,0.248,0,0,1,10,1,,282
10.1016/j.apcatb.2019.118176,Peoples R China,Harbin Inst Technol,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,11/29/2019,34,1148,0.029616725,Ru,Y,Ca,None,YCRO-0.25,50,43.75,6.25,0,120,600,1,0,0,0,1100,5,300,0,0,0,0,0.248,0,0,1,10,1,,276
10.1016/j.apcatb.2019.118176,Peoples R China,Harbin Inst Technol,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,11/29/2019,34,1148,0.029616725,Ru,Y,Ca,None,YCRO-0.4,50,40,10,0,120,600,1,0,0,0,1100,5,300,0,0,0,0,0.248,0,0,1,10,1,,297
10.1039/C8NR03341B,Australia,Univ New South Wales,NANOSCALE,8.307,12/28/2018,29,1484,0.019541779,Pd,Ru,None,None,0.3 nm shell,80,20,0,0,130,960,1,0,1,0,185,,300,0,0,0,0,0.0128,0.1152,0,0,50,0.1,,273
10.1039/C8NR03341B,Australia,Univ New South Wales,NANOSCALE,8.307,12/28/2018,29,1484,0.019541779,Pd,Ru,None,None,0.5 nm shell,66.66666667,33.33333333,0,0,130,960,1,0,1,0,185,,300,0,0,0,0,0.0128,0.1152,0,0,50,0.1,,236
10.1039/C8NR03341B,Australia,Univ New South Wales,NANOSCALE,8.307,12/28/2018,29,1484,0.019541779,Pd,Ru,None,None,0.8 nm shell,50,50,0,0,130,960,1,0,1,0,185,,300,0,0,0,0,0.0128,0.1152,0,0,50,0.1,,222
10.1039/C8NR03341B,Australia,Univ New South Wales,NANOSCALE,8.307,12/28/2018,29,1484,0.019541779,Ru,Pd,None,None,1.2 nm shell,66.66666667,33.33333333,0,0,130,960,1,0,1,0,185,,300,0,0,0,0,0.0128,0.1152,0,0,50,0.1,,220
10.1016/j.ijhydene.2015.07.041,India,Indian Inst Technol Delhi,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,1/13/2016,10,2564,0.003900156,Ru,Ta,None,None,RuO2-Ta2O5,90,10,0,0,25,300,1,0,0,0,500,,240,0,0,0,0,1.5,0,0,0,20,3,,223
10.1016/j.ijhydene.2012.12.071,Mexico,ESIME IPN UA,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,11/5/2013,36,3363,0.010704728,Ir,Ru,Co,None,IrRuCoOx,33.33333333,33.33333333,33.33333333,0,60,30,1,1,0,0,450,4,180,0,0,0,0,0.326114649,0,0,0,20,1,0,396
10.1002/adma.202001430,Peoples R China,Jilin Univ,ADVANCED MATERIALS,32.086,7/27/2020,53,907,0.058434399,Sr,Zr,Ir,None,SZIO-2:1,49.58123953,33.24958124,17.16917923,0,180,600,0,0,0,0,700,1.7,300,0,0,0,1,0.13,0,0,0,1,0.1,1,314
10.1002/adma.202001430,Peoples R China,Jilin Univ,ADVANCED MATERIALS,32.086,7/27/2020,53,907,0.058434399,Sr,Ir,Zr,None,SZIO-1:1,59.46760422,20.592667,19.93972878,0,180,600,0,0,0,0,700,1.7,300,0,0,0,1,0.13,0,0,0,1,0.1,1,274
10.1002/adma.202001430,Peoples R China,Jilin Univ,ADVANCED MATERIALS,32.086,7/27/2020,53,907,0.058434399,Sr,Ir,Zr,None,SZIO-1:2,66.03457892,22.86670385,11.09871723,0,180,600,0,0,0,0,700,1.7,300,0,0,0,1,0.13,0,0,0,1,0.1,1,240
10.1002/adma.202001430,Peoples R China,Jilin Univ,ADVANCED MATERIALS,32.086,7/27/2020,53,907,0.058434399,Sr,Ir,Zr,None,SZIO-1:4,69.92263627,24.21307506,5.864288667,0,180,600,0,0,0,0,700,1.7,300,0,0,0,1,0.13,0,0,0,1,0.1,1,255
10.1002/adma.202001430,Peoples R China,Jilin Univ,ADVANCED MATERIALS,32.086,7/27/2020,53,907,0.058434399,Sr,Ir,None,None,SIO,74.27854454,25.72145546,0,0,180,600,0,0,0,0,700,1.7,300,0,0,0,1,0.13,0,0,0,1,0.1,1,267
10.1038/s41929-018-0153-y,Germany,Tech Univ Berlin,NATURE CATALYSIS,40.706,12/28/2018,277,1484,0.186657682,Ni,Ir,None,None,IrNiOx/C,76.19047619,23.80952381,0,0,240,60,1,0,1,0,400,,240,0,1,0,0,0.0105,0.042,0,0,5,0.1,0,310
10.1016/j.isci.2019.01.004,Peoples R China,Soochow Univ,ISCIENCE,6.107,2/13/2019,71,1437,0.04940849,Ru,Ni,None,None,Ru3Ni3 NAs,50,50,0,0,160,300,0,0,1,0,350,,120,0,0,0,0,0.101910828,0.50955414,0,0,5,1,,252
10.1016/j.isci.2019.01.004,Peoples R China,Soochow Univ,ISCIENCE,6.107,2/13/2019,71,1437,0.04940849,Ru,Ni,None,None,Ru3Ni2 NAs,60,40,0,0,160,300,0,0,1,0,350,,120,0,0,0,0,0.101910828,0.50955414,0,0,5,1,,260
10.1016/j.isci.2019.01.004,Peoples R China,Soochow Univ,ISCIENCE,6.107,2/13/2019,71,1437,0.04940849,Ru,Ni,None,None,Ru3Ni1 NAs,75,25,0,0,160,300,0,0,1,0,350,,120,0,0,0,0,0.101910828,0.50955414,0,0,5,1,,269
10.1016/j.isci.2019.01.004,Peoples R China,Soochow Univ,ISCIENCE,6.107,2/13/2019,71,1437,0.04940849,Ru,None,None,None,Ru NAs,100,0,0,0,160,300,0,0,1,0,350,,120,0,0,0,0,0.101910828,0.50955414,0,0,5,1,,278
10.1016/j.isci.2019.01.004,Peoples R China,Soochow Univ,ISCIENCE,6.107,2/13/2019,71,1437,0.04940849,Ru,Ni,None,None,Ru3Ni3 NAs,50,50,0,0,160,300,0,0,1,0,350,,120,0,0,0,0,0.101910828,0.50955414,0,0,5,0.1,,313
10.1016/j.isci.2019.01.004,Peoples R China,Soochow Univ,ISCIENCE,6.107,2/13/2019,71,1437,0.04940849,Ru,Ni,None,None,Ru3Ni2 NAs,60,40,0,0,160,300,0,0,1,0,350,,120,0,0,0,0,0.101910828,0.50955414,0,0,5,0.1,,315
10.1016/j.isci.2019.01.004,Peoples R China,Soochow Univ,ISCIENCE,6.107,2/13/2019,71,1437,0.04940849,Ru,Ni,None,None,Ru3Ni1 NAs,75,25,0,0,160,300,0,0,1,0,350,,120,0,0,0,0,0.101910828,0.50955414,0,0,5,0.1,,328
10.1016/j.isci.2019.01.004,Peoples R China,Soochow Univ,ISCIENCE,6.107,2/13/2019,71,1437,0.04940849,Ru,None,None,None,Ru NAs,100,0,0,0,160,300,0,0,1,0,350,,120,0,0,0,0,0.101910828,0.50955414,0,0,5,0.1,,342
10.1016/j.isci.2019.01.004,Peoples R China,Soochow Univ,ISCIENCE,6.107,2/13/2019,71,1437,0.04940849,Ru,Ni,None,None,Ru3Ni3 NAs without c,50,50,0,0,160,300,0,0,1,0,350,,120,0,0,0,0,0.101910828,0,0,0,5,1,,260
10.1016/j.isci.2019.01.004,Peoples R China,Soochow Univ,ISCIENCE,6.107,2/13/2019,71,1437,0.04940849,Ru,Ni,None,None,Ru3Ni3 NAs,50,50,0,0,160,300,0,0,1,0,300,,60,0,0,0,0,0.101910828,0.50955414,0,0,5,1,,371
10.1016/j.isci.2019.01.004,Peoples R China,Soochow Univ,ISCIENCE,6.107,2/13/2019,71,1437,0.04940849,Ru,Ni,None,None,Ru3Ni3 NAs,50,50,0,0,160,300,0,0,1,0,350,,60,0,0,0,0,0.101910828,0.50955414,0,0,5,1,,285
10.1016/j.isci.2019.01.004,Peoples R China,Soochow Univ,ISCIENCE,6.107,2/13/2019,71,1437,0.04940849,Ru,Ni,None,None,Ru3Ni3 NAs,50,50,0,0,160,300,0,0,1,0,400,,60,0,0,0,0,0.101910828,0.50955414,0,0,5,1,,419
10.20964/2018.04.19,Peoples R China,Jianghan Univ,INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE,1.541,5/4/2018,6,1722,0.003484321,Ir,Sn,None,None,Ir2Sn1Ox,66.66666667,33.33333333,0,0,180,720,1,0,0,0,500,,60,0,0,0,0,0.25477707,0,0,0,5,1,,395
10.20964/2018.04.19,Peoples R China,Jianghan Univ,INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE,1.541,5/4/2018,6,1722,0.003484321,Ir,Sn,None,None,Ir2Sn1Ox-Ar,66.66666667,33.33333333,0,0,180,720,1,0,0,0,500,,60,0,1,0,0,0.25477707,0,0,0,5,1,,355
10.20964/2018.04.19,Peoples R China,Jianghan Univ,INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE,1.541,5/4/2018,6,1722,0.003484321,Ir,Sn,None,None,IrOx-Ar,100,0,0,0,180,720,1,0,0,0,500,,60,0,1,0,0,0.25477707,0,0,0,5,1,,354
10.1016/j.ijhydene.2012.02.118,Greece,Aristotle Univ Thessaloniki,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,1/16/2013,24,3656,0.006564551,Na,Ir,Pt,None,Ir0.8Pt0.2O2,99,0.8,0.2,0,60,480,1,0,0,0,500,,30,0,0,0,0,3.306878307,0,0,0,1,1,0,279
10.1016/j.ijhydene.2012.02.118,Greece,Aristotle Univ Thessaloniki,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,1/16/2013,24,3656,0.006564551,Na,Ir,Pt,None,Ir0.5Pt0.5O2,99,0.5,0.5,0,60,480,1,0,0,0,500,,30,0,0,0,0,3.306878307,0,0,0,1,1,0,294
10.1007/s11581-017-2359-4,India,Jawaharlal Nehru Technol Univ Hyderabad,IONICS,2.961,7/23/2018,20,1642,0.012180268,Na,Ru,None,None,RuO2,99,1,0,0,60,180,1,0,0,0,500,,60,0,0,0,0,0.7,0,0,0,10,1,,191
10.1007/s11581-017-2359-4,India,Jawaharlal Nehru Technol Univ Hyderabad,IONICS,2.961,7/23/2018,20,1642,0.012180268,Na,Ru,Pd,None,Ru0.8Pd0.2o2,99,0.8,0.2,0,60,180,1,0,0,0,500,,60,0,0,0,0,0.7,0,0,0,10,1,,200
10.1007/s11581-017-2359-4,India,Jawaharlal Nehru Technol Univ Hyderabad,IONICS,2.961,7/23/2018,20,1642,0.012180268,Na,Ru,Pd,None,Ru0.5Pd0.5O2,99,0.5,0.5,0,60,180,1,0,0,0,500,,60,0,0,0,0,0.7,0,0,0,10,1,,213
10.1007/s11581-017-2359-4,India,Jawaharlal Nehru Technol Univ Hyderabad,IONICS,2.961,7/23/2018,20,1642,0.012180268,Na,Pd,Ru,None,Ru0.2Pd0.8O2,99,0.8,0.2,0,60,180,1,0,0,0,500,,60,0,0,0,0,0.7,0,0,0,10,1,,245
10.1039/C8TA00070K,Peoples R China,China Univ Petr East China,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/28/2018,92,1484,0.061994609,Co,Ag,None,None,Ag-Co 3 O 4 (400),99,1,0,0,140,720,0,0,0,0,400,,180,0,0,0,0,0.2,0,0,0,5,1,,470
10.1039/C8TA00070K,Peoples R China,China Univ Petr East China,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/28/2018,92,1484,0.061994609,Co,Ag,None,None,Ag-Co 3 O 4 (500),99,1,0,0,140,720,0,0,0,0,500,,180,0,0,0,0,0.2,0,0,0,5,1,,530
10.1039/C8TA00070K,Peoples R China,China Univ Petr East China,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/28/2018,92,1484,0.061994609,Co,Ag,None,None,Ag-Co 3 O 4 (600),99,1,0,0,140,720,0,0,0,0,600,,180,0,0,0,0,0.2,0,0,0,5,1,,550
10.1039/C8TA00070K,Peoples R China,China Univ Petr East China,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/28/2018,92,1484,0.061994609,Co,Ag,None,None,Ag-Co3O4-1,96,4,0,0,140,720,0,0,0,0,400,,180,0,0,0,0,0.2,0,0,0,5,1,,508
10.1039/C8TA00070K,Peoples R China,China Univ Petr East China,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/28/2018,92,1484,0.061994609,Co,Ag,None,None,Ag-Co3O4-2,98,2,0,0,140,720,0,0,0,0,400,,180,0,0,0,0,0.2,0,0,0,5,1,,511
10.1039/C8TA00070K,Peoples R China,China Univ Petr East China,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/28/2018,92,1484,0.061994609,Co,Ag,None,None,Ag-Co3O4-4,99.498998,0.501002004,0,0,140,720,0,0,0,0,400,,180,0,0,0,0,0.2,0,0,0,5,1,,516
