DOI,Country,Facility,Journal,Impact Factor,Published Date,Cited Times,Number of days until 01/20/2023,Average cited times per day,Metal_Dopant_1,Metal_Dopant_2,Metal_Dopant_3,Metal_Dopant_4,Sample Name,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Temerature Rising Rate (Celcius Degree min-1),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),Electrolyte Proton Concentration (M),Stability Current Density (mA cm-2),Stability Test Time (h),Log (Decay Rate) (mV/h)
10.1021/acscatal.0c03866,Wales,Cardiff Univ,ACS CATALYSIS,13.7,2/9/2021,22,710,0.030985915,Li,Ir,None,None,Ir 0.5 Ni 0.5 O x (IrNi-LY),94.11764706,2.941176471,0.029411765,0,95,90,1,0,0,0,25,0,0,0,0,0,0,0.1,0,0,0,0.1,10,2,1.176958981
10.1002/adfm.202003935,South Korea,Korea Univ,ADVANCED FUNCTIONAL MATERIALS,19.924,7/28/2020,40,906,0.04415011,Ni,Ir,Pt,None,a-PN-IN frame/C,61.53846154,30.76923077,0.076923077,0,260,40,1,0,1,0,25,0,0,0,1,0,1,0.01777604,0.071104161,0,0,0.1,5,4.99529,0.997386384
10.1002/adfm.202003935,South Korea,Korea Univ,ADVANCED FUNCTIONAL MATERIALS,19.924,7/28/2020,40,906,0.04415011,Ni,Ir,Pt,None,a-PN-IPN frame/C,61.53846154,30.76923077,0.076923077,0,260,10,1,0,1,0,25,0,0,0,0,1,1,0.026659091,0.106636364,0,0,0.1,5,2.99624,1.346157302
10.1002/adfm.202003935,South Korea,Korea Univ,ADVANCED FUNCTIONAL MATERIALS,19.924,7/28/2020,40,906,0.04415011,Ni,Ir,Pt,None,a-IPN cage/C,61.53846154,30.76923077,0.076923077,0,260,35,1,0,1,0,25,0,0,0,0,1,1,0.02751677,0.110067081,0,0,0.1,5,1.80377,1.519959181
10.1002/smtd.202101156,Peoples R China,Beijing Univ Chem Technol,SMALL METHODS,15.367,12/1/2021,3,415,0.007228916,Ru,Y,None,None,D -YRO,50,50,0,0,80,720,1,0,0,0,1100,5,300,0,0,0,1,0.306,0,0,0,0.1,10,12,0.522444234
10.1038/s41467-019-11789-3,Peoples R China,Univ Sci & Technol China,NATURE COMMUNICATIONS,17.694,9/6/2019,91,1232,0.073863636,Ru,Cu,Ca,None,CaCu 3 Ru 4 O 12,50,37.5,0.125,0,25,,1,0,0,1,1000,,1440,0,0,0,0,0.25,0,0,0,1,10,24,0.096910013
10.11862/CJIC.2021.043,Peoples R China,Guilin Univ Technol,CHINESE JOURNAL OF INORGANIC CHEMISTRY,0.827,3/16/2021,2,675,0.002962963,Ru,Y,None,None,YRO,50,50,0,0,140,720,0,0,0,0,1050,3,720,0,0,0,0,0.275,0,0,0,1,10,12,0.397940009
10.11862/CJIC.2021.043,Peoples R China,Guilin Univ Technol,CHINESE JOURNAL OF INORGANIC CHEMISTRY,0.827,3/16/2021,2,675,0.002962963,Ru,Y,Mg,None,YMRO-0.1,50,47.5,0.025,0,140,720,0,0,0,0,1050,3,720,0,0,0,0,0.275,0,0,0,1,10,12,-0.769551079
10.1021/acsami.0c05906,Singapore,Nanyang Technol Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,7/16/2020,19,918,0.020697168,W,Ir,None,None,Ir0.5WOx-900R,66.66666667,33.33333333,0,0,80,10080,1,0,0,0,900,5,10,0,0,1,0,0.125,0,0,0,0.1,1,100,-0.698970004
10.1021/acsami.0c05906,Singapore,Nanyang Technol Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,7/16/2020,19,918,0.020697168,W,Ir,None,None,Ir0.5WOx-900R,66.66666667,33.33333333,0,0,80,10080,1,0,0,0,900,5,10,0,0,1,0,0.125,0,0,0,0.1,10,100,-0.585026652
10.1021/acsami.9b15844,Peoples R China,China West Normal Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,1/16/2020,47,1100,0.042727273,Co,Ru,None,None,RuO2/Co3O4-RuCo@NC-1.95,74.36756634,25.63243366,0,0,25,1440,1,0,0,0,300,2,120,0,0,0,0,0.12845,0.22155,0,0,1,10,8,0.948412966
10.1021/acsami.7b12775,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,12/6/2017,53,1871,0.028327098,Mn,Ir,None,None,IrO2@Mn-5,72.99443235,27.00556765,0,0,25,10,1,0,0,0,400,,360,0,0,0,0,0.0955,0.1045,1,1,0.1,10,24.07,0.597695186
10.1039/D1QM00551K,Peoples R China,Univ Sci & Technol China,MATERIALS CHEMISTRY FRONTIERS,8.683,7/12/2021,5,557,0.008976661,W,Ir,None,None,6.7 at,93.3,6.7,0,0,180,1080,0,0,0,0,600,,30,0,0,0,0,3.7,0,0,1,1,10,20,0.421603927
10.1039/D1QM00551K,Peoples R China,Univ Sci & Technol China,MATERIALS CHEMISTRY FRONTIERS,8.683,7/12/2021,5,557,0.008976661,W,Ir,None,None,6.7 at,93.3,6.7,0,0,180,1080,0,0,0,0,700,,2160,0,0,1,0,3.7,0,0,1,1,10,11,1.089198367
10.1002/adma.201908126,Peoples R China,Xiamen Univ,ADVANCED MATERIALS,32.086,5/27/2020,74,968,0.076446281,Ni,Ru,None,None,RuNi2@G-250,66.66666667,33.33333333,0,0,25,,1,0,0,0,250,,60,0,0,0,1,0.1232,0.1968,0,0,1,10,3,1.763427994
10.1002/adma.201908126,Peoples R China,Xiamen Univ,ADVANCED MATERIALS,32.086,5/27/2020,74,968,0.076446281,Ni,Ru,None,None,RuNi2@G-250,66.66666667,33.33333333,0,0,25,,1,0,0,0,250,,60,0,0,0,1,1.155,1.845,0,1,1,10,24,0.301029996
10.1007/s12274-022-4081-4,Peoples R China,Soochow Univ,NANO RESEARCH,10.269,2/11/2022,1,343,0.002915452,Ru,S,Cu,None,S-RuCuO NRs/C,60.69651741,19.65174129,0.196517413,0,210,300,1,0,1,1,350,,240,0,0,0,0,0.078,0.312,0,0,1,10,5,1.334453751
10.1007/s12274-022-4081-4,Peoples R China,Soochow Univ,NANO RESEARCH,10.269,2/11/2022,1,343,0.002915452,Ru,S,Cu,None,SH-RuCuO NRs/C,60.69651741,19.65174129,0.196517413,0,210,300,1,0,1,0,350,,240,0,0,0,1,0.078,0.312,0,0,1,10,5,0.681241237
10.1007/s12274-022-4081-4,Peoples R China,Soochow Univ,NANO RESEARCH,10.269,2/11/2022,1,343,0.002915452,Ru,S,Cu,None,SH-RuCuO NRs/C,60.69651741,19.65174129,0.196517413,0,210,300,1,0,1,0,350,,240,0,0,0,1,0.078,0.312,0,0,1,10,10,0.51851394
10.1007/s12274-022-4081-4,Peoples R China,Soochow Univ,NANO RESEARCH,10.269,2/11/2022,1,343,0.002915452,Ru,S,Cu,None,SH-RuCuO NRs/C,60.69651741,19.65174129,0.196517413,0,210,300,1,0,1,0,350,,240,0,0,0,1,0.078,0.312,0,0,1,10,20,0.491361694
10.1007/s12274-022-4081-4,Peoples R China,Soochow Univ,NANO RESEARCH,10.269,2/11/2022,1,343,0.002915452,Ru,S,Cu,None,SH-RuCuO NRs/C,60.69651741,19.65174129,0.196517413,0,210,300,1,0,1,0,350,,240,0,0,0,1,0.58,2.32,0,1,1,10,250,-0.744727495
10.1039/D1EE02636D,South Korea,Korea Univ,ENERGY & ENVIRONMENTAL SCIENCE,39.714,12/3/2021,13,413,0.031476998,Pt,Co,Ru,None,PtCo-RuO2/C,37.5,37.5,0.25,0,260,120,1,0,1,0,400,,60,0,0,0,0,0.043528477,0.168392053,0,0,0.1,10,20,0.660865478
10.1039/D1EE02636D,South Korea,Korea Univ,ENERGY & ENVIRONMENTAL SCIENCE,39.714,12/3/2021,13,413,0.031476998,Pt,Ru,None,None,Pt-RuO2/C,60,40,0,0,260,120,1,0,1,0,400,,60,0,0,0,0,0.049207947,0.162712583,0,0,0.1,10,20,0.902002891
10.1039/D1EE02636D,South Korea,Korea Univ,ENERGY & ENVIRONMENTAL SCIENCE,39.714,12/3/2021,13,413,0.031476998,Ru,None,None,None,RuO2 NP/C,100,0,0,0,280,120,1,0,1,0,400,,60,0,0,0,0,0.042384106,0.169536424,0,0,0.1,10,7.25134,1.289811839
10.1039/D1EE02636D,South Korea,Korea Univ,ENERGY & ENVIRONMENTAL SCIENCE,39.714,12/3/2021,13,413,0.031476998,Pt,Co,Ru,None,PtCo-RuO2/C,37.5,37.5,0.25,0,260,120,1,0,1,0,400,,60,0,0,0,0,0.043528477,0.168392053,0,0,0.1,10,100,0.113943352
10.1016/j.electacta.2020.135738,Peoples R China,Tianjin Univ,ELECTROCHIMICA ACTA,7.336,4/7/2020,7,1018,0.006876228,Ir,Co,None,None,IrCo0.14NR,90.90909091,9.090909091,0,0,25,60,1,1,0,0,25,0,0,0,0,0,1,0.106,0.106,0,0,0.1,10,14,0.496929648
10.1021/jacs.1c11241,Peoples R China,Fudan Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,4/27/2022,20,268,0.074626866,Ir,None,None,None,Ir-IrOx/C-10,100,0,0,0,100,720,0,0,0,0,450,1,120,0,1,0,0,0.072352,0.172448,0,0,1,1,18,1.672559628
10.1021/jacs.1c11241,Peoples R China,Fudan Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,4/27/2022,20,268,0.074626866,Ir,None,None,None,Ir-IrOx/C-20,100,0,0,0,100,720,0,0,0,0,450,1,120,0,1,0,0,0.118048,0.126752,0,0,1,1,18,1.196176185
10.1021/jacs.1c11241,Peoples R China,Fudan Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,4/27/2022,20,268,0.074626866,Ir,None,None,None,Ir-IrOx/C-30,100,0,0,0,100,720,0,0,0,0,450,1,120,0,1,0,0,0.140658,0.104142,0,0,1,1,18,1.601190533
10.1021/acscatal.8b02171,USA,Texas State Univ,ACS CATALYSIS,13.7,12/28/2018,74,1484,0.049865229,Ni,Ir,None,None,NiIr-200,92.45048597,7.549514027,0,0,120,13,1,0,1,0,200,20,23,0,0,1,1,0.013640458,0,0,0,0.1,1,15,0.136720567
10.1021/acs.jpcc.9b06529,Peoples R China,Shandong Univ Sci & Technol,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,1/24/2020,16,1092,0.014652015,Ir,None,None,None,IrOx-350/CC,100,0,0,0,25,600,1,0,0,0,350,,,0,0,0,0,1.7,0,0,1,1,50,50,0.225309282
10.1021/jacs.1c01525,Australia,Univ Adelaide,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,4/22/2021,135,638,0.211598746,Co,Ir,None,None,Ir 0.06 Co 2.94 O 4,97.34844617,2.651553831,0,0,25,180,1,0,0,0,400,,180,0,0,0,0,0.102040816,0,0,0,0.1,10,200,-0.366531544
10.1021/jacs.1c01525,Australia,Univ Adelaide,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,4/22/2021,135,638,0.211598746,Co,Ir,None,None,IrSA@Co3O4,97.34844617,2.651553831,0,0,25,,1,1,0,0,25,0,0,0,0,0,0,0.000714286,0.101326531,1,0,0.1,10,17.35,0.959518377
10.1002/adma.201900510,Australia,Univ Adelaide,ADVANCED MATERIALS,32.086,5/8/2019,311,1353,0.229859571,Ru,Ir,Co,None,Co-RuIr,44.44444444,44.44444444,0.111111111,0,198,180,1,0,1,0,25,0,0,0,0,0,0,0.051020408,0,0,0,0.1,10,25,0.757396029
10.1021/jacs.0c12740,Peoples R China,Chinese Acad Sci,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,4/16/2021,69,644,0.107142857,Au,Ir,None,None,Au@AuIr2,66.66666667,33.33333333,0,0,220,180,1,0,1,0,25,0,0,0,0,0,0,0.06,0.24,0,0,1,10,30,-2.37
10.1021/acsaem.8b00691,USA,Univ Illinois,ACS APPLIED ENERGY MATERIALS,6.959,3/1/2019,36,1421,0.025334272,Y,Ir,None,None,Y2Ir2O7,51.46149773,48.53850227,0,0,80,300,1,0,0,0,1000,5,720,0,0,0,0,0.16,0.16,0,0,0.1,10,24,-2.46
10.1126/sciadv.abl9271,Peoples R China,Xiamen Univ,SCIENCE ADVANCES,14.98,3/28/2022,17,298,0.05704698,Se,Ru,Pt,None,SS Pt-RuO2 HNSs,65.82933878,32.48408078,0.016865804,0,180,720,1,1,0,0,300,,600,0,0,0,0,0.098533793,0.39413517,0,0,1,10,100,-1.15490196
10.1126/sciadv.abl9271,Peoples R China,Xiamen Univ,SCIENCE ADVANCES,14.98,3/28/2022,17,298,0.05704698,Se,Ru,Pt,None,2% Pt-RuO2,66.51016343,32.82003984,0.006697967,0,180,720,1,1,0,0,300,,600,0,0,0,0,0.064810541,0.259242165,0,0,1,10,66.38529,0.190331698
10.1126/sciadv.abl9271,Peoples R China,Xiamen Univ,SCIENCE ADVANCES,14.98,3/28/2022,17,298,0.05704698,Se,Ru,Pt,None,10% Pt-RuO2,64.58747543,31.87127211,0.035412525,0,180,720,1,1,0,0,300,,600,0,0,0,0,0.074931614,0.299726456,0,0,1,10,37.23641,0.413299764
10.1002/anie.202106631,Peoples R China,Qingdao Univ Sci & Technol,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,7/23/2021,100,546,0.183150183,Na,Ru,None,None,a/c-RuO2,91.28194296,8.718057041,0,0,25,,1,0,0,0,450,,180,0,0,0,0,0.404,0,0,0,0.1,10,60,0.10720997
10.1002/cnma.202000124,USA,Univ Illinois,CHEMNANOMAT,3.82,4/28/2020,2,997,0.002006018,Ru,Y,None,None,nano-Y2Ru2O7-δ ,50,50,0,0,300,120,0,0,0,0,550,50,300,0,0,0,0,0.75,0.75,0,1,0.1,10,20,-2.01
10.1021/jacs.1c00384,Peoples R China,Fudan Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,5/20/2021,67,610,0.109836066,Ru,Sr,Ir,None,Sr1.7Ru5Ir1O13.7,62.5,25,0.125,0,25,4320,0,0,0,0,500,,60,0,0,0,0,1.5,0.6,0,1,1,10,30,0
10.1021/jacs.1c00384,Peoples R China,Fudan Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,5/20/2021,67,610,0.109836066,Ru,Sr,Ir,None,Sr1.7Ru5Ir1O13.7,62.5,25,0.125,0,25,4320,0,0,0,0,500,,60,0,0,0,0,1.5,0.6,0,1,1,10,1000,-1.397940009
10.1021/jacs.1c00384,Peoples R China,Fudan Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,5/20/2021,67,610,0.109836066,Ru,Sr,Ir,None,Sr1.7Ru5Ir1O13.7,62.5,25,0.125,0,25,4320,0,0,0,0,500,,60,0,0,0,0,1.5,0.6,0,1,1,10,1500,-1.522878745
10.1016/j.apcatb.2020.119433,South Korea,Korea Adv Inst Sci & Technol KAIST,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,10/8/2020,36,834,0.043165468,Mo,Ti,Ir,None,Ir/TiO2-MoOx-33,51.52240191,34.7978526,0.136797455,0,100,30,1,0,1,0,25,0,0,0,0,0,0,0.04375,0.106730769,1,0,0.1,5,10,0.707570176
10.1002/anie.201813361,Peoples R China,Chinese Acad Sci,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,4/19/2019,119,1372,0.086734694,Mn,None,None,None,g-MnO2-CP,100,0,0,0,220,10,0,0,0,0,220,,360,0,0,0,0,3.5,0,0,1,2,10,8000,-2
10.1021/acscatal.9b05611,Portugal,Int Iberian Nanotechnol Lab INL,ACS CATALYSIS,13.7,4/28/2020,68,997,0.068204614,Ir,Ru,Te,None,IrRu@Te,37.4747407,37.47014966,0.250551096,0,180,1080,0,0,0,0,25,0,0,0,0,0,0,0.15,0,0,0,1,10,20,0.877946952
10.1021/acs.jpcc.1c09775,Japan,Univ Kitakyushu,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,1/29/2022,1,356,0.002808989,Ir,Ta,None,None,IrO2–Ta2O5,70,30,0,0,25,,1,0,0,0,350,,60,0,0,0,0,0.661956411,0,1,0,0.2,50,4,0.831229694
10.1021/acs.jpcc.1c09775,Japan,Univ Kitakyushu,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,1/29/2022,1,356,0.002808989,Ir,Ta,None,None,IrO2–Ta2O5,70,30,0,0,25,,1,0,0,0,550,,60,0,0,0,0,0.661956411,0,1,0,0.2,50,4,0.680335513
10.1002/adfm.202101405,Peoples R China,Beijing Univ Chem Technol,ADVANCED FUNCTIONAL MATERIALS,19.924,6/8/2021,24,591,0.040609137,S,Ru,Fe,None,S-RuFeOx,97.67869455,1.160652724,0.011606527,0,200,120,1,0,1,0,400,5,300,0,0,0,0,0.038860759,0.155443038,0,0,0.1,1,50,-0.142667504
10.1002/adfm.202101405,Peoples R China,Beijing Univ Chem Technol,ADVANCED FUNCTIONAL MATERIALS,19.924,6/8/2021,24,591,0.040609137,S,Ru,None,None,S-RuO2,98.82571794,1.17428206,0,0,200,120,1,0,1,0,400,5,300,0,0,0,0,0.026962025,0.1078481,0,0,0.1,1,50,-0.148741651
10.1002/adfm.202101405,Peoples R China,Beijing Univ Chem Technol,ADVANCED FUNCTIONAL MATERIALS,19.924,6/8/2021,24,591,0.040609137,S,Ru,Fe,None,S-RuFeOx,97.67869455,1.160652724,0.011606527,0,200,120,1,0,1,0,400,5,300,0,0,0,0,0.038860759,0.155443038,0,0,0.1,10,10,0.309630167
10.1002/adfm.202101405,Peoples R China,Beijing Univ Chem Technol,ADVANCED FUNCTIONAL MATERIALS,19.924,6/8/2021,24,591,0.040609137,S,Ru,None,None,S-RuO2,98.82571794,1.17428206,0,0,200,120,1,0,1,0,400,5,300,0,0,0,0,0.026962025,0.1078481,0,0,0.1,10,10,0.390935107
10.1016/j.nanoen.2018.11.023,Peoples R China,Soochow Univ,NANO ENERGY,19.069,1/25/2019,95,1456,0.065247253,Ag,Ir,None,None,Ir6Ag9 NTs/C,60.04378186,39.95621814,0,0,200,300,1,0,1,0,300,,120,0,0,0,1,0.03378,0.13512,0,0,1,5,6,1.24723655
10.1016/j.nanoen.2018.11.023,Peoples R China,Soochow Univ,NANO ENERGY,19.069,1/25/2019,95,1456,0.065247253,Ag,Ir,None,None,Ir6Ag9 NTs/C,60.04378186,39.95621814,0,0,200,300,1,0,1,0,300,,120,0,0,0,1,0.03378,0.13512,0,0,0.1,5,6,0.855519156
10.1039/C5TA05384F,Peoples R China,Jilin Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,1/1/2015,87,2941,0.029581775,Cu,Ir,None,None,Cu1.11Ir NCs,50,50,0,0,250,120,1,0,1,0,25,0,0,0,0,0,0,0.050955414,0,0,0,0.1,1,5,0.311753861
10.1039/C5TA05384F,Peoples R China,Jilin Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,1/1/2015,87,2941,0.029581775,Ir,Cu,None,None,Cu0.95Ir NCs,55.55555556,44.44444444,0,0,250,120,1,0,1,0,25,0,0,0,0,0,0,0.050955414,0,0,0,0.1,1,5,0.399673721
10.1039/C5TA05384F,Peoples R China,Jilin Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,1/1/2015,87,2941,0.029581775,Cu,Ir,None,None,Cu1.41Ir NCs,60,40,0,0,250,120,1,0,1,0,25,0,0,0,0,0,0,0.050955414,0,0,0,0.1,1,5,-1.096910013
10.1021/acssuschemeng.7b01628,Peoples R China,Qufu Normal Univ,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,11/1/2017,40,1906,0.020986359,Ni,Ir,None,None,Ni2.76Ir NCs,60,40,0,0,250,120,1,0,1,0,25,0,0,0,0,0,0,0.050955414,0,0,0,0.1,1,10,0.33243846
10.1021/acssuschemeng.7b01628,Peoples R China,Qufu Normal Univ,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,11/1/2017,40,1906,0.020986359,Ni,Ir,None,None,Ni2.53Ir NCs,50,50,0,0,250,120,1,0,1,0,25,0,0,0,0,0,0,0.050955414,0,0,0,0.1,1,10,0.285557309
10.1021/acssuschemeng.7b01628,Peoples R China,Qufu Normal Univ,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,11/1/2017,40,1906,0.020986359,Ir,Ni,None,None,Ni1.43Ir NCs,60,40,0,0,250,120,1,0,1,0,25,0,0,0,0,0,0,0.050955414,0,0,0,0.1,1,10,0.029383778
10.1021/acssuschemeng.7b01628,Peoples R China,Qufu Normal Univ,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,11/1/2017,40,1906,0.020986359,Ir,Ni,None,None,Ni0.93Ir NCs,66.66666667,33.33333333,0,0,250,120,1,0,1,0,25,0,0,0,0,0,0,0.050955414,0,0,0,0.1,1,10,0.158362492
10.1016/j.matchar.2021.111201,Peoples R China,Shenzhen Univ,MATERIALS CHARACTERIZATION,4.537,6/21/2021,6,578,0.010380623,Ru,None,None,None,Ru/RuO2-PRS,100,0,0,0,80,180,1,0,0,0,500,,120,0,0,0,0,0.7,0,0,0,1,10,24,-0.017728767
10.1016/j.apcatb.2020.118643,Peoples R China,Zhejiang Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,3/17/2020,31,1039,0.029836381,Ir,La,Pt,None,Pt0.1La0.1-IrO2@NC,82.43833712,9.376154773,0.081855081,0,60,720,1,0,0,0,900,5,180,0,1,0,0,0.0275,0.5225,0,1,1,10,134,-0.638272164
10.1002/aenm.201901313,Peoples R China,Chinese Acad Sci,ADVANCED ENERGY MATERIALS,29.698,10/22/2019,134,1186,0.112984823,Ru,Zn,None,None,UfD-RuO2/CC-0.4,64.5030906,35.4969094,0,0,25,0,1,0,0,0,350,10,80,0,0,0,1,0.52,0,0,1,1,10,20,-0.022276395
10.1016/j.mtener.2018.09.002,Peoples R China,Jilin Univ,MATERIALS TODAY ENERGY,9.257,8/27/2019,17,1242,0.013687601,Ir,C,None,None,IrO2@CNT-2,100,0,0,0,25,30,1,0,0,0,400,,120,0,0,1,0,0.016,0.784,0,0,1,10,12,0.553883027
10.1039/D0TA07093A,Portugal,Int Iberian Nanotechnol Lab INL,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/24/2020,21,757,0.027741083,Ir,None,None,None,H-Ti@IrOx,100,0,0,0,25,30,1,0,0,0,400,,30,0,0,0,0,0.25,0,0,1,1,200,130,0.021189299
10.1039/D0TA07093A,Portugal,Int Iberian Nanotechnol Lab INL,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/24/2020,21,757,0.027741083,Ir,None,None,None,H-Ti@IrOx,100,0,0,0,25,30,1,0,0,0,400,,30,0,0,0,0,0.35,0,0,1,1,200,450.92578,-0.408935393
10.1039/D0TA07093A,Portugal,Int Iberian Nanotechnol Lab INL,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/24/2020,21,757,0.027741083,Ir,None,None,None,H-Ti@IrOx,100,0,0,0,25,30,1,0,0,0,400,,30,0,0,0,0,0.6,0,0,1,1,200,525.25341,-0.37675071
10.1039/C8QI00082D,Peoples R China,Wuhan Univ,INORGANIC CHEMISTRY FRONTIERS,7.779,12/28/2018,33,1484,0.022237197,Ir,None,None,None,Ir NPs,100,0,0,0,320,120,1,0,1,0,25,0,0,0,0,0,0,0.105,0.42,0,0,0.5,10,5.555555556,0.686636269
10.1016/j.cej.2020.128155,Peoples R China,Zhejiang Univ,CHEMICAL ENGINEERING JOURNAL,16.744,3/4/2021,13,687,0.018922853,Ru,Sn,None,None,Sn-RuO2@NPC,90.90909091,9.090909091,0,0,25,120,1,0,0,0,350,,120,0,0,0,0,0.5,0,0,1,1,10,150,-0.552841969
10.1039/C7NR09377B,Peoples R China,Wuhan Univ,NANOSCALE,8.307,2/6/2018,87,1809,0.048092869,Ir,None,None,None,Ir nanowires,100,0,0,0,25,120,1,1,0,0,25,0,0,0,0,0,0,0.0306,0.1224,0,0,0.1,10,11.11111111,0.607455023
10.1002/adfm.201704796,South Korea,Korea Adv Inst Sci & Technol,ADVANCED FUNCTIONAL MATERIALS,19.924,12/28/2018,162,1484,0.10916442,Ir,None,None,None,IrO2 NN-L-350,100,0,0,0,80,60,1,0,0,0,350,,30,0,0,0,0,0.25,0,0,0,1,10,2,0.970346876
10.1002/adfm.201704796,South Korea,Korea Adv Inst Sci & Technol,ADVANCED FUNCTIONAL MATERIALS,19.924,12/28/2018,162,1484,0.10916442,Ir,None,None,None,IrO2 NN-L-450,100,0,0,0,80,60,1,0,0,0,450,,30,0,0,0,0,0.25,0,0,0,1,10,2,0.689308859
10.1002/adfm.201704796,South Korea,Korea Adv Inst Sci & Technol,ADVANCED FUNCTIONAL MATERIALS,19.924,12/28/2018,162,1484,0.10916442,Ir,None,None,None,IrO2 NN-L-550,100,0,0,0,80,60,1,0,0,0,550,,30,0,0,0,0,0.25,0,0,0,1,10,2,0.498310554
10.1002/adfm.201704796,South Korea,Korea Adv Inst Sci & Technol,ADVANCED FUNCTIONAL MATERIALS,19.924,12/28/2018,162,1484,0.10916442,Ir,None,None,None,IrO2 NN-L-650,100,0,0,0,80,60,1,0,0,0,650,,30,0,0,0,0,0.25,0,0,0,1,10,2,0.704150517
10.1021/acs.nanolett.6b01554,Peoples R China,Soochow Univ,NANO LETTERS,12.262,7/1/2016,279,2394,0.116541353,Ir,None,None,None,surface-clean 3D Ir,100,0,0,0,160,300,1,0,0,0,25,0,0,0,0,0,0,0.0115,0.0115,0,0,0.1,2.5,8,0.418301291
10.1021/acs.nanolett.6b01554,Peoples R China,Soochow Univ,NANO LETTERS,12.262,7/1/2016,279,2394,0.116541353,Ir,None,None,None,surface-clean 3D Ir,100,0,0,0,160,300,1,0,0,0,25,0,0,0,0,0,0,0.0115,0.0115,0,0,0.5,2.5,8,0.08278537
10.1021/acs.nanolett.6b01554,Peoples R China,Soochow Univ,NANO LETTERS,12.262,7/1/2016,279,2394,0.116541353,Ir,None,None,None,surface-clean 3D Ir,100,0,0,0,160,300,1,0,0,0,25,0,0,0,0,0,0,0.0115,0.0115,0,0,0.1,5,5,0.5774918
10.1021/acs.nanolett.6b01554,Peoples R China,Soochow Univ,NANO LETTERS,12.262,7/1/2016,279,2394,0.116541353,Ir,None,None,None,surface-clean 3D Ir,100,0,0,0,160,300,1,0,0,0,25,0,0,0,0,0,0,0.0115,0.0115,0,0,0.1,10,5,0.883093359
10.1039/D0TA03213A,Peoples R China,Peking Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,8/31/2020,11,872,0.012614679,Ru,Rh,None,None,RuRh@(RuRh)O2,90.01459085,9.985409148,0,0,180,140,1,0,1,0,286,,120,0,0,0,0,0.0204,0.0816,0,0,0.1,5,2.222222222,1.735997884
10.1039/D0NR06601J,Peoples R China,Guangxi Univ,NANOSCALE,8.307,1/5/2021,10,745,0.013422819,Co,Ir,None,None,IrCo hollow nanospheres,75.73814378,24.26185622,0,0,25,2,1,1,0,0,25,0,0,0,0,0,1,0.05,0.05,0,0,1,5,14,0.155336037
